Jun 22 11:03:40.646 WARN Ethereum 2.0 is pre-release. This software is experimental.
Jun 22 11:03:40.646 INFO Using default testnet                   default: witti-v0-11-3
Jun 23 07:45:36.998 INFO New block received                      hash: 0x12b2…5fab, slot: 196128, service: router
Jun 23 07:45:42.003 INFO Synced                                  slot: 196128, block: 0x12b2…5fab, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:45:48.499 INFO New block received                      hash: 0x39da…d5e2, slot: 196129, service: router
Jun 23 07:45:54.001 INFO Synced                                  slot: 196129, block: 0x39da…d5e2, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:46:06.001 INFO Synced                                  slot: 196130, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:46:18.001 INFO Synced                                  slot: 196131, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:46:26.407 INFO New block received                      hash: 0xfa67…c696, slot: 196132, service: router
Jun 23 07:46:30.001 INFO Synced                                  slot: 196132, block: 0xfa67…c696, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:46:42.002 INFO Synced                                  slot: 196133, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:46:49.235 INFO New block received                      hash: 0x32a4…f1f4, slot: 196134, service: router
Jun 23 07:46:54.001 INFO Synced                                  slot: 196134, block: 0x32a4…f1f4, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:47:00.397 INFO New block received                      hash: 0xf921…4050, slot: 196135, service: router
Jun 23 07:47:06.002 INFO Synced                                  slot: 196135, block: 0xf921…4050, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:47:18.002 INFO Synced                                  slot: 196136, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:47:24.459 INFO New block received                      hash: 0xcf1a…4e84, slot: 196137, service: router
Jun 23 07:47:30.001 INFO Synced                                  slot: 196137, block: 0xcf1a…4e84, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:47:42.001 INFO Synced                                  slot: 196138, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:47:48.719 INFO New block received                      hash: 0x8e69…5ec5, slot: 196139, service: router
Jun 23 07:47:54.001 INFO Synced                                  slot: 196139, block: 0x8e69…5ec5, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:48:06.001 INFO Synced                                  slot: 196140, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:48:18.002 INFO Synced                                  slot: 196141, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:48:30.001 INFO Synced                                  slot: 196142, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:48:36.406 INFO New block received                      hash: 0x70f2…8e41, slot: 196143, service: router
Jun 23 07:48:42.001 INFO Synced                                  slot: 196143, block: 0x70f2…8e41, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:48:48.498 INFO New block received                      hash: 0x86bc…f4b9, slot: 196144, service: router
Jun 23 07:48:54.001 INFO Synced                                  slot: 196144, block: 0x86bc…f4b9, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:49:06.001 INFO Synced                                  slot: 196145, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:49:18.002 INFO Synced                                  slot: 196146, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:49:30.001 INFO Synced                                  slot: 196147, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:49:36.308 INFO New block received                      hash: 0x03a1…8a78, slot: 196148, service: router
Jun 23 07:49:42.001 INFO Synced                                  slot: 196148, block: 0x03a1…8a78, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:49:48.547 INFO New block received                      hash: 0x6cba…981a, slot: 196149, service: router
Jun 23 07:49:54.001 INFO Synced                                  slot: 196149, block: 0x6cba…981a, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:50:06.001 INFO Synced                                  slot: 196150, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:50:12.433 INFO New block received                      hash: 0x3940…cd40, slot: 196151, service: router
Jun 23 07:50:18.001 INFO Synced                                  slot: 196151, block: 0x3940…cd40, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:50:24.661 INFO New block received                      hash: 0x9632…75c3, slot: 196152, service: router
Jun 23 07:50:30.001 INFO Synced                                  slot: 196152, block: 0x9632…75c3, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:50:42.001 INFO Synced                                  slot: 196153, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:50:48.504 INFO New block received                      hash: 0x6f6f…840a, slot: 196154, service: router
Jun 23 07:50:54.002 INFO Synced                                  slot: 196154, block: 0x6f6f…840a, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:51:00.316 INFO New block received                      hash: 0x3d8b…b2f3, slot: 196155, service: router
Jun 23 07:51:06.001 INFO Synced                                  slot: 196155, block: 0x3d8b…b2f3, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:51:12.260 INFO New block received                      hash: 0x7201…fad3, slot: 196156, service: router
Jun 23 07:51:18.002 INFO Synced                                  slot: 196156, block: 0x7201…fad3, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:51:24.793 INFO New block received                      hash: 0x8d19…3523, slot: 196157, service: router
Jun 23 07:51:30.002 INFO Synced                                  slot: 196157, block: 0x8d19…3523, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:51:42.001 INFO Synced                                  slot: 196158, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:51:54.002 INFO Synced                                  slot: 196159, block:    …  empty, epoch: 6129, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:51:59.310 INFO New block received                      hash: 0x72ab…eef4, slot: 196159, service: router
Jun 23 07:52:06.002 INFO Synced                                  slot: 196160, block:    …  empty, epoch: 6130, finalized_epoch: 6126, finalized_root: 0xabf7…fa9f, peers: 60, service: slot_notifier
Jun 23 07:52:12.296 INFO New block received                      hash: 0x75c3…791d, slot: 196161, service: router
Jun 23 07:52:18.002 INFO Synced                                  slot: 196161, block: 0x75c3…791d, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:52:26.390 INFO New block received                      hash: 0x67e5…cc1a, slot: 196162, service: router
Jun 23 07:52:30.001 INFO Synced                                  slot: 196162, block: 0x67e5…cc1a, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:52:42.001 INFO Synced                                  slot: 196163, block:    …  empty, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:52:48.716 INFO New block received                      hash: 0x9877…c2dc, slot: 196164, service: router
Jun 23 07:52:54.004 INFO Synced                                  slot: 196164, block: 0x9877…c2dc, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:53:00.263 INFO New block received                      hash: 0x9d53…5f0f, slot: 196165, service: router
Jun 23 07:53:06.001 INFO Synced                                  slot: 196165, block: 0x9d53…5f0f, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:53:18.002 INFO Synced                                  slot: 196166, block:    …  empty, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:53:24.393 INFO New block received                      hash: 0x0f68…405a, slot: 196167, service: router
Jun 23 07:53:30.001 INFO Synced                                  slot: 196167, block: 0x0f68…405a, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:53:42.001 INFO Synced                                  slot: 196168, block:    …  empty, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:53:54.002 INFO Synced                                  slot: 196169, block:    …  empty, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:54:06.001 INFO Synced                                  slot: 196170, block:    …  empty, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:54:18.001 INFO Synced                                  slot: 196171, block:    …  empty, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:54:24.501 INFO New block received                      hash: 0x736f…e5cc, slot: 196172, service: router
Jun 23 07:54:30.001 INFO Synced                                  slot: 196172, block: 0x736f…e5cc, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:54:39.083 INFO New block received                      hash: 0x380f…f025, slot: 196173, service: router
Jun 23 07:54:42.001 INFO Synced                                  slot: 196173, block: 0x380f…f025, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:54:54.001 INFO Synced                                  slot: 196174, block:    …  empty, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:55:01.770 INFO New block received                      hash: 0xec78…fcd2, slot: 196175, service: router
Jun 23 07:55:06.001 INFO Synced                                  slot: 196175, block: 0xec78…fcd2, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:55:12.245 INFO New block received                      hash: 0xce8c…5836, slot: 196176, service: router
Jun 23 07:55:18.001 INFO Synced                                  slot: 196176, block: 0xce8c…5836, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:55:24.549 INFO New block received                      hash: 0xfaac…3b21, slot: 196177, service: router
Jun 23 07:55:30.001 INFO Synced                                  slot: 196177, block: 0xfaac…3b21, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:55:36.314 INFO New block received                      hash: 0x1830…fdb8, slot: 196178, service: router
Jun 23 07:55:42.001 INFO Synced                                  slot: 196178, block: 0x1830…fdb8, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:55:54.001 INFO Synced                                  slot: 196179, block:    …  empty, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:56:00.340 INFO New block received                      hash: 0xee69…4329, slot: 196180, service: router
Jun 23 07:56:06.001 INFO Synced                                  slot: 196180, block: 0xee69…4329, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:56:12.435 INFO New block received                      hash: 0x4a5e…537b, slot: 196181, service: router
Jun 23 07:56:18.002 INFO Synced                                  slot: 196181, block: 0x4a5e…537b, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:56:24.530 INFO New block received                      hash: 0xd21f…b0d4, slot: 196182, service: router
Jun 23 07:56:30.002 INFO Synced                                  slot: 196182, block: 0xd21f…b0d4, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:56:36.251 INFO New block received                      hash: 0xeff3…5432, slot: 196183, service: router
Jun 23 07:56:42.002 INFO Synced                                  slot: 196183, block: 0xeff3…5432, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:56:48.387 INFO New block received                      hash: 0x46fb…1c22, slot: 196184, service: router
Jun 23 07:56:54.001 INFO Synced                                  slot: 196184, block: 0x46fb…1c22, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 60, service: slot_notifier
Jun 23 07:57:00.263 INFO New block received                      hash: 0xf59f…0bd6, slot: 196185, service: router
Jun 23 07:57:06.001 INFO Synced                                  slot: 196185, block: 0xf59f…0bd6, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:57:12.688 INFO New block received                      hash: 0xccf1…5bd8, slot: 196186, service: router
Jun 23 07:57:18.002 INFO Synced                                  slot: 196186, block: 0xccf1…5bd8, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:57:24.338 INFO New block received                      hash: 0xf058…c8db, slot: 196187, service: router
Jun 23 07:57:30.002 INFO Synced                                  slot: 196187, block: 0xf058…c8db, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:57:42.001 INFO Synced                                  slot: 196188, block:    …  empty, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:57:48.564 INFO New block received                      hash: 0xaa8c…9104, slot: 196189, service: router
Jun 23 07:57:54.003 INFO Synced                                  slot: 196189, block: 0xaa8c…9104, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:58:00.547 INFO New block received                      hash: 0xc4df…3d94, slot: 196190, service: router
Jun 23 07:58:06.001 INFO Synced                                  slot: 196190, block: 0xc4df…3d94, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:58:12.283 INFO New block received                      hash: 0x030a…3fc1, slot: 196191, service: router
Jun 23 07:58:18.004 INFO Synced                                  slot: 196191, block: 0x030a…3fc1, epoch: 6130, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:58:24.358 INFO New block received                      hash: 0x19e5…9ce4, slot: 196192, service: router
Jun 23 07:58:30.002 INFO Synced                                  slot: 196192, block: 0x19e5…9ce4, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:58:38.065 INFO New block received                      hash: 0x39cd…6615, slot: 196193, service: router
Jun 23 07:58:42.002 INFO Synced                                  slot: 196193, block: 0x39cd…6615, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:58:48.272 WARN Could not verify block for gossip       error: ProposalSignatureInvalid, service: router
Jun 23 07:58:48.480 INFO New block received                      hash: 0xd2e3…362a, slot: 196194, service: router
Jun 23 07:58:54.001 INFO Synced                                  slot: 196194, block: 0xd2e3…362a, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:59:06.001 INFO Synced                                  slot: 196195, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:59:12.331 INFO New block received                      hash: 0xc637…bbc1, slot: 196196, service: router
Jun 23 07:59:18.001 INFO Synced                                  slot: 196196, block: 0xc637…bbc1, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:59:24.302 WARN Could not verify block for gossip       error: ProposalSignatureInvalid, service: router
Jun 23 07:59:30.001 INFO Synced                                  slot: 196197, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:59:36.454 INFO New block received                      hash: 0x117a…8cbd, slot: 196198, service: router
Jun 23 07:59:42.002 INFO Synced                                  slot: 196198, block: 0x117a…8cbd, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 07:59:54.001 INFO Synced                                  slot: 196199, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:00:00.408 INFO New block received                      hash: 0x424d…abbc, slot: 196200, service: router
Jun 23 08:00:06.001 INFO Synced                                  slot: 196200, block: 0x424d…abbc, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:00:18.001 INFO Synced                                  slot: 196201, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:00:24.432 WARN Could not verify block for gossip       error: ProposalSignatureInvalid, service: router
Jun 23 08:00:30.001 INFO Synced                                  slot: 196202, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:00:36.415 WARN Could not verify block for gossip       error: ProposalSignatureInvalid, service: router
Jun 23 08:00:42.001 INFO Synced                                  slot: 196203, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:00:48.448 INFO New block received                      hash: 0x4247…87e7, slot: 196204, service: router
Jun 23 08:00:54.001 INFO Synced                                  slot: 196204, block: 0x4247…87e7, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:01:00.432 INFO New block received                      hash: 0xd685…ece6, slot: 196205, service: router
Jun 23 08:01:06.002 INFO Synced                                  slot: 196205, block: 0xd685…ece6, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:01:13.262 INFO New block received                      hash: 0xe8cf…82ba, slot: 196206, service: router
Jun 23 08:01:18.002 INFO Synced                                  slot: 196206, block: 0xe8cf…82ba, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:01:27.075 INFO New block received                      hash: 0x9bc0…b346, slot: 196207, service: router
Jun 23 08:01:30.001 INFO Synced                                  slot: 196207, block: 0x9bc0…b346, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:01:36.305 WARN Could not verify block for gossip       error: ProposalSignatureInvalid, service: router
Jun 23 08:01:36.595 INFO New block received                      hash: 0xb97a…1cf1, slot: 196208, service: router
Jun 23 08:01:42.001 INFO Synced                                  slot: 196208, block: 0xb97a…1cf1, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:01:48.342 INFO New block received                      hash: 0x8ca8…cdaf, slot: 196209, service: router
Jun 23 08:01:54.001 INFO Synced                                  slot: 196209, block: 0x8ca8…cdaf, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:02:00.317 WARN Could not verify block for gossip       error: ProposalSignatureInvalid, service: router
Jun 23 08:02:06.002 INFO Synced                                  slot: 196210, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:02:12.402 WARN Could not verify block for gossip       error: ProposalSignatureInvalid, service: router
Jun 23 08:02:18.002 INFO Synced                                  slot: 196211, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:02:24.876 INFO New block received                      hash: 0x55bc…5e9d, slot: 196211, service: router
Jun 23 08:02:30.001 INFO Synced                                  slot: 196212, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:02:36.524 INFO New block received                      hash: 0xa0da…a7f9, slot: 196213, service: router
Jun 23 08:02:42.001 INFO Synced                                  slot: 196213, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:02:54.001 INFO Synced                                  slot: 196214, block:    …  empty, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:03:00.540 INFO New block received                      hash: 0xe443…7d07, slot: 196215, service: router
Jun 23 08:03:06.001 INFO Synced                                  slot: 196215, block: 0xe443…7d07, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:03:12.471 INFO New block received                      hash: 0x19ae…7ed1, slot: 196216, service: router
Jun 23 08:03:18.001 INFO Synced                                  slot: 196216, block: 0x19ae…7ed1, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:03:24.294 INFO New block received                      hash: 0x5cdc…5ad4, slot: 196217, service: router
Jun 23 08:03:30.001 INFO Synced                                  slot: 196217, block: 0x5cdc…5ad4, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:03:36.850 INFO New block received                      hash: 0xc7f1…0334, slot: 196218, service: router
Jun 23 08:03:42.001 INFO Synced                                  slot: 196218, block: 0xc7f1…0334, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:03:48.300 INFO New block received                      hash: 0xf087…0f8f, slot: 196219, service: router
Jun 23 08:03:54.002 INFO Synced                                  slot: 196219, block: 0xf087…0f8f, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:04:00.428 INFO New block received                      hash: 0x92db…dfca, slot: 196220, service: router
Jun 23 08:04:06.001 INFO Synced                                  slot: 196220, block: 0x92db…dfca, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:04:13.416 INFO New block received                      hash: 0x3b85…d4c2, slot: 196221, service: router
Jun 23 08:04:18.002 INFO Synced                                  slot: 196221, block: 0x3b85…d4c2, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:04:24.324 INFO New block received                      hash: 0xc39c…788c, slot: 196222, service: router
Jun 23 08:04:30.001 INFO Synced                                  slot: 196222, block: 0xc39c…788c, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:04:36.522 INFO New block received                      hash: 0x722d…62f3, slot: 196223, service: router
Jun 23 08:04:42.001 INFO Synced                                  slot: 196223, block: 0x722d…62f3, epoch: 6131, finalized_epoch: 6127, finalized_root: 0x64ba…d514, peers: 59, service: slot_notifier
Jun 23 08:04:49.186 INFO New block received                      hash: 0xbf48…cb0a, slot: 196224, service: router
Jun 23 08:04:54.001 INFO Synced                                  slot: 196224, block: 0xbf48…cb0a, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:05:06.001 INFO Synced                                  slot: 196225, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:05:12.708 INFO New block received                      hash: 0x7820…0218, slot: 196226, service: router
Jun 23 08:05:18.001 INFO Synced                                  slot: 196226, block: 0x7820…0218, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:05:26.422 INFO New block received                      hash: 0x2e17…d014, slot: 196227, service: router
Jun 23 08:05:30.001 INFO Synced                                  slot: 196227, block: 0x2e17…d014, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:05:42.001 INFO Synced                                  slot: 196228, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:05:47.285 INFO New block received                      hash: 0x19b4…6081, slot: 196228, service: router
Jun 23 08:05:54.001 INFO Synced                                  slot: 196229, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:06:00.428 INFO New block received                      hash: 0x9d7f…555f, slot: 196230, service: router
Jun 23 08:06:06.001 INFO Synced                                  slot: 196230, block: 0x9d7f…555f, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:06:12.325 INFO New block received                      hash: 0xcfc2…ecad, slot: 196231, service: router
Jun 23 08:06:18.002 INFO Synced                                  slot: 196231, block: 0xcfc2…ecad, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:06:24.336 INFO New block received                      hash: 0x5af9…47c3, slot: 196232, service: router
Jun 23 08:06:30.001 INFO Synced                                  slot: 196232, block: 0x5af9…47c3, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:06:42.001 INFO Synced                                  slot: 196233, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:06:48.342 INFO New block received                      hash: 0xc813…ef5e, slot: 196234, service: router
Jun 23 08:06:54.001 INFO Synced                                  slot: 196234, block: 0xc813…ef5e, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:07:06.001 INFO Synced                                  slot: 196235, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:07:18.001 INFO Synced                                  slot: 196236, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:07:30.001 INFO Synced                                  slot: 196237, block:    …  empty, epoch: 6132, finalized_epoch: 6129, finalized_root: 0x12b2…5fab, peers: 59, service: slot_notifier
Jun 23 08:07:36.457 INFO New block received                      hash: 0x93f5…ed4b, slot: 196238, service: router
