2020-06-23 11:20:16  Starting OpenEthereum/v3.0.1-stable-8ca8089e9b-20200601/x86_64-unknown-linux-gnu/rustc1.43.1
2020-06-23 11:20:16  Keys path /home/user/.local/share/io.parity.ethereum/keys/goerli
2020-06-23 11:20:16  DB path /home/user/.local/share/io.parity.ethereum/chains/goerli/db/b1d518969eab529d
2020-06-23 11:20:16  State DB configuration: fast
2020-06-23 11:20:16  Operating mode: active
2020-06-23 11:20:16  Configured for Görli Testnet using Clique engine
2020-06-23 11:20:16  Updater is deprecated and may be removed in a future release. Please see #11696 for details:
https://github.com/openethereum/openethereum/issues/11696
2020-06-23 11:20:21  Public node URL: enode://8c5c4dec9a0728c7058d3c29698bae888adc244e443cebc21f3d708a20751511acbf98a52b5e5ea472f8715c658913e8084123461fd187a4980a0600420b0791@10.67.38.7:30303
2020-06-23 11:20:46     0/25 peers   920 bytes chain   91 KiB db  0 bytes queue 752 bytes sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:13:33  Imported #2924934 0x25f7…6d27 (1 txs, 0.14 Mgas, 6 ms, 0.80 KiB)
2020-06-23 18:13:47  Imported #2924935 0x570d…ae07 (2 txs, 0.16 Mgas, 4 ms, 0.97 KiB)
2020-06-23 18:13:53    30/50 peers      5 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:14:01  Imported #2924936 0x788a…10fe (1 txs, 0.44 Mgas, 29 ms, 1.40 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:14:18  Imported #2924937 0xe145…207f (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:14:23    30/50 peers      5 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:14:31  Imported #2924938 0x9c72…5628 (4 txs, 0.61 Mgas, 12 ms, 1.69 KiB) + another 1 block(s) containing 0 tx(s)
2020-06-23 18:14:35  Imported #2924938 0x4525…379b (4 txs, 0.61 Mgas, 13 ms, 1.69 KiB)
2020-06-23 18:14:46  Reorg to #2924939 0x4fee…4de8 (0x9c72…5628 #2924937 0xe145…207f 0xb00c…8c3c)
2020-06-23 18:14:46  Imported #2924939 0x4fee…4de8 (4 txs, 0.82 Mgas, 29 ms, 1.96 KiB) + another 1 block(s) containing 3 tx(s)
2020-06-23 18:14:50  Imported #2924939 0x854c…120a (1 txs, 0.05 Mgas, 3 ms, 0.77 KiB)
2020-06-23 18:14:53    30/50 peers      5 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:15:01  Imported #2924940 0x8b4f…50b7 (3 txs, 1.22 Mgas, 7 ms, 7.01 KiB) + another 1 block(s) containing 0 tx(s)
2020-06-23 18:15:16  Imported #2924941 0x5299…e45e (2 txs, 2.57 Mgas, 7 ms, 0.93 KiB) + another 1 block(s) containing 3 tx(s)
2020-06-23 18:15:17  Imported #2924941 0x016c…4d7a (1 txs, 2.50 Mgas, 2 ms, 0.77 KiB)
2020-06-23 18:15:23    30/50 peers      5 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:15:31  Imported #2924942 0x558b…ea8d (7 txs, 4.01 Mgas, 94 ms, 5.58 KiB)
2020-06-23 18:15:47  Imported #2924943 0x365a…435a (1 txs, 0.50 Mgas, 15 ms, 1.55 KiB) + another 2 block(s) containing 7 tx(s)
2020-06-23 18:15:48  Reorg to #2924943 0x5945…a41e (0x365a…435a #2924942 0x558b…ea8d )
2020-06-23 18:15:48  Imported #2924943 0x2d79…fb04 (2 txs, 0.86 Mgas, 30 ms, 2.07 KiB) + another 3 block(s) containing 4 tx(s)
2020-06-23 18:15:53    30/50 peers      5 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:16:02  Imported #2924944 0xd8f9…bb03 (2 txs, 0.43 Mgas, 18 ms, 1.95 KiB)
2020-06-23 18:16:03  Imported #2924944 0xc00b…9e9c (2 txs, 0.43 Mgas, 22 ms, 1.95 KiB) + another 1 block(s) containing 2 tx(s)
2020-06-23 18:16:05  Imported #2924944 0x848c…271a (2 txs, 0.43 Mgas, 18 ms, 1.95 KiB)
2020-06-23 18:16:16  Reorg to #2924945 0xec43…a316 (0xd8f9…bb03 #2924943 0x5945…a41e 0xc00b…9e9c)
2020-06-23 18:16:16  Reorg to #2924945 0x4e2c…375a (0xec43…a316 0xc00b…9e9c #2924943 0x5945…a41e 0xd8f9…bb03)
2020-06-23 18:16:16  Imported #2924945 0x4e2c…375a (2 txs, 0.48 Mgas, 35 ms, 1.60 KiB)
2020-06-23 18:16:18  Imported #2924945 0xa852…0688 (1 txs, 0.03 Mgas, 2 ms, 0.80 KiB)
2020-06-23 18:16:23    30/50 peers      5 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:16:31  Reorg to #2924946 0x3d80…e8c8 (0x4e2c…375a 0xd8f9…bb03 #2924943 0x5945…a41e 0xc00b…9e9c 0xec43…a316)
2020-06-23 18:16:31  Imported #2924946 0x3d80…e8c8 (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:16:46  Imported #2924947 0xec8b…be50 (1 txs, 0.36 Mgas, 23 ms, 1.12 KiB)
2020-06-23 18:16:53    30/50 peers      5 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:17:01  Imported #2924948 0x7e50…1d05 (1 txs, 0.44 Mgas, 26 ms, 1.40 KiB)
2020-06-23 18:17:04  Imported #2924948 0x67d7…964f (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:17:17  Imported #2924949 0x649a…ab59 (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:17:19  Imported #2924949 0x4a74…159d (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:17:23    30/50 peers      5 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:17:32  Imported #2924950 0xc36e…8c61 (1 txs, 0.02 Mgas, 3 ms, 0.80 KiB)
2020-06-23 18:17:34  Imported #2924950 0x2faf…e2bd (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:17:47  Imported #2924951 0x712f…4706 (1 txs, 0.36 Mgas, 17 ms, 1.12 KiB)
2020-06-23 18:17:47  Reorg to #2924951 0x1efc…bdc1 (0x712f…4706 #2924950 0xc36e…8c61 )
2020-06-23 18:17:53    29/50 peers      5 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:18:01  Imported #2924952 0x9b5e…6b14 (4 txs, 0.50 Mgas, 36 ms, 1.72 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:18:04  Imported #2924952 0x0a16…ed03 (1 txs, 0.44 Mgas, 26 ms, 1.40 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:18:16  Reorg to #2924953 0xf3e2…5f79 (0x9b5e…6b14 #2924951 0x1efc…bdc1 0x414e…584c)
2020-06-23 18:18:16  Imported #2924953 0xf3e2…5f79 (5 txs, 0.10 Mgas, 5 ms, 1.13 KiB)
2020-06-23 18:18:17  Imported #2924953 0x014a…e6e9 (3 txs, 0.06 Mgas, 2 ms, 1.04 KiB)
2020-06-23 18:18:23    30/50 peers      5 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:18:31  Imported #2924954 0xa803…9d5a (1 txs, 0.02 Mgas, 1 ms, 0.83 KiB)
2020-06-23 18:18:46  Imported #2924955 0x0b7b…215a (4 txs, 0.69 Mgas, 44 ms, 2.16 KiB)
2020-06-23 18:18:53    30/50 peers      6 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:19:01  Imported #2924956 0x816b…c237 (2 txs, 0.05 Mgas, 7 ms, 0.99 KiB)
2020-06-23 18:19:05  Imported #2924956 0xdcb7…5492 (1 txs, 0.02 Mgas, 1 ms, 0.83 KiB)
2020-06-23 18:19:16  Imported #2924957 0x2a8f…5629 (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:19:20  Imported #2924957 0x2151…8ed0 (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:19:23    30/50 peers      6 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:19:33  Imported #2924958 0x82b7…ae81 (1 txs, 0.05 Mgas, 2 ms, 0.76 KiB)
2020-06-23 18:19:34  Imported #2924958 0x5c9d…de09 (1 txs, 0.05 Mgas, 4 ms, 0.76 KiB) + another 1 block(s) containing 0 tx(s)
2020-06-23 18:19:47  Reorg to #2924959 0x8731…746f (0x82b7…ae81 #2924957 0x2a8f…5629 0x5c9d…de09)
2020-06-23 18:19:47  Imported #2924959 0x8731…746f (1 txs, 0.44 Mgas, 24 ms, 1.40 KiB)
2020-06-23 18:19:49  Reorg to #2924959 0xc74b…56a5 (0x8731…746f 0x5c9d…de09 #2924957 0x2a8f…5629 0x82b7…ae81)
2020-06-23 18:19:49  Imported #2924959 0xc74b…56a5 (1 txs, 0.44 Mgas, 27 ms, 1.40 KiB)
2020-06-23 18:19:53    30/50 peers      6 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:20:01  Imported #2924960 0x9776…9154 (1 txs, 0.03 Mgas, 2 ms, 0.77 KiB)
2020-06-23 18:20:16  Imported #2924961 0x66d6…d2c6 (1 txs, 0.04 Mgas, 1 ms, 0.76 KiB)
2020-06-23 18:20:23    30/50 peers      5 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:20:31  Imported #2924962 0x9502…ed05 (7 txs, 2.23 Mgas, 70 ms, 2.41 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:20:46  Imported #2924963 0xeff8…121f (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:20:53    30/50 peers      5 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:21:01  Imported #2924964 0x468d…ff70 (1 txs, 0.07 Mgas, 2 ms, 0.77 KiB)
2020-06-23 18:21:05  Imported #2924964 0x0128…44ac (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:21:16  Imported #2924965 0xfb7f…6b68 (2 txs, 0.49 Mgas, 23 ms, 1.53 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:21:20  Imported #2924965 0x3bdc…d02e (1 txs, 0.05 Mgas, 1 ms, 0.73 KiB)
2020-06-23 18:21:23    30/50 peers      5 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:21:31  Imported #2924966 0x885c…3c6b (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:21:35  Imported #2924966 0x9c0d…4ddf (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:21:46  Imported #2924967 0x0272…7b74 (3 txs, 0.56 Mgas, 13 ms, 2.17 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:21:48  Reorg to #2924967 0x7cba…92ed (0x0272…7b74 #2924966 0x885c…3c6b )
2020-06-23 18:21:48  Imported #2924967 0x7cba…92ed (3 txs, 0.56 Mgas, 14 ms, 2.17 KiB) + another 1 block(s) containing 3 tx(s)
2020-06-23 18:21:53    30/50 peers      6 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:22:01  Imported #2924968 0x1acc…b07a (1 txs, 0.44 Mgas, 31 ms, 1.40 KiB) + another 1 block(s) containing 2 tx(s)
2020-06-23 18:22:16  Imported #2924969 0x5d5a…945a (1 txs, 0.06 Mgas, 3 ms, 0.76 KiB)
2020-06-23 18:22:23    30/50 peers      5 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:22:31  Imported #2924970 0x30e5…92ea (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:22:46  Reorg to #2924971 0x04cf…ccd2 (0x30e5…92ea #2924969 0x5d5a…945a 0x9792…0f44)
2020-06-23 18:22:46  Imported #2924971 0x04cf…ccd2 (1 txs, 0.44 Mgas, 22 ms, 1.40 KiB) + another 1 block(s) containing 0 tx(s)
2020-06-23 18:22:53    30/50 peers      6 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:23:02  Imported #2924972 0x9b5a…a7b5 (6 txs, 2.04 Mgas, 50 ms, 5.69 KiB)
2020-06-23 18:23:05  Imported #2924972 0xb632…1261 (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:23:17  Imported #2924973 0x788c…c22c (3 txs, 0.21 Mgas, 9 ms, 1.57 KiB) + another 1 block(s) containing 5 tx(s)
2020-06-23 18:23:19  Imported #2924973 0xb1f5…b725 (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:23:23    29/50 peers      6 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:23:32  Imported #2924974 0x04fd…cb4a (2 txs, 0.54 Mgas, 25 ms, 2.42 KiB)
2020-06-23 18:23:35  Imported #2924974 0xbc4b…2765 (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:23:47  Reorg to #2924975 0x508a…3a9f (0x04fd…cb4a #2924973 0x788c…c22c 0xbc4b…2765)
2020-06-23 18:23:47  Imported #2924975 0x508a…3a9f (3 txs, 0.66 Mgas, 34 ms, 2.65 KiB)
2020-06-23 18:23:47  Reorg to #2924975 0xf45d…58d3 (0x508a…3a9f 0xbc4b…2765 #2924973 0x788c…c22c 0x04fd…cb4a)
2020-06-23 18:23:53    29/50 peers      6 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:24:01  Imported #2924976 0x96bf…47cc (2 txs, 0.17 Mgas, 12 ms, 1.00 KiB) + another 1 block(s) containing 0 tx(s)
2020-06-23 18:24:16  Imported #2924977 0x789f…7000 (3 txs, 0.88 Mgas, 30 ms, 5.08 KiB)
2020-06-23 18:24:23    29/50 peers      6 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:24:31  Reorg to #2924978 0xe89e…a187 (0x789f…7000 #2924976 0x96bf…47cc 0x6d84…cf7a)
2020-06-23 18:24:31  Imported #2924978 0xe89e…a187 (0 txs, 0.00 Mgas, 2 ms, 0.59 KiB) + another 1 block(s) containing 3 tx(s)
2020-06-23 18:24:46  Imported #2924979 0x9192…da6b (4 txs, 0.43 Mgas, 12 ms, 1.74 KiB) + another 1 block(s) containing 3 tx(s)
2020-06-23 18:24:53    29/50 peers      6 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:25:01  Imported #2924980 0x3450…c1da (1 txs, 0.04 Mgas, 2 ms, 0.77 KiB) + another 1 block(s) containing 3 tx(s)
2020-06-23 18:25:04  Imported #2924980 0x6d83…a184 (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:25:16  Imported #2924981 0xab07…65f4 (2 txs, 0.74 Mgas, 29 ms, 1.79 KiB)
2020-06-23 18:25:19  Imported #2924981 0x0572…cb45 (2 txs, 0.74 Mgas, 33 ms, 1.79 KiB)
2020-06-23 18:25:23    29/50 peers      6 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:25:31  Imported #2924982 0xc0b4…abd7 (4 txs, 3.31 Mgas, 100 ms, 4.41 KiB)
2020-06-23 18:25:34  Imported #2924982 0x8185…659d (4 txs, 3.20 Mgas, 63 ms, 4.41 KiB)
2020-06-23 18:25:47  Imported #2924983 0x5bd8…e292 (2 txs, 0.48 Mgas, 14 ms, 2.16 KiB)
2020-06-23 18:25:48  Reorg to #2924983 0x01d0…3e76 (0x5bd8…e292 #2924982 0xc0b4…abd7 )
2020-06-23 18:25:48  Imported #2924983 0x01d0…3e76 (1 txs, 0.36 Mgas, 20 ms, 1.55 KiB)
2020-06-23 18:25:53    29/50 peers      6 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:26:01  Imported #2924984 0x6046…4f95 (2 txs, 0.56 Mgas, 28 ms, 2.00 KiB)
2020-06-23 18:26:04  Imported #2924984 0x6c5c…a24a (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB) + another 1 block(s) containing 2 tx(s)
2020-06-23 18:26:18  Imported #2924985 0xb450…a3df (0 txs, 0.00 Mgas, 5 ms, 0.59 KiB)
2020-06-23 18:26:23    30/50 peers    185 KiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:26:32  Imported #2924986 0x7bda…79a5 (1 txs, 0.12 Mgas, 4 ms, 1.18 KiB) + another 1 block(s) containing 0 tx(s)
2020-06-23 18:26:46  Imported #2924987 0x5579…9957 (1 txs, 0.44 Mgas, 25 ms, 1.40 KiB)
2020-06-23 18:26:53    30/50 peers    187 KiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:27:01  Imported #2924988 0x711d…4c11 (1 txs, 0.03 Mgas, 2 ms, 0.77 KiB)
2020-06-23 18:27:05  Imported #2924988 0x9e60…fe35 (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:27:16  Reorg to #2924989 0xbff7…ec6b (0x711d…4c11 #2924987 0x5579…9957 0x9e60…fe35)
2020-06-23 18:27:16  Imported #2924989 0xbff7…ec6b (3 txs, 0.29 Mgas, 15 ms, 0.97 KiB)
2020-06-23 18:27:19  Imported #2924989 0x50cb…d774 (1 txs, 0.13 Mgas, 6 ms, 0.70 KiB) + another 1 block(s) containing 3 tx(s)
2020-06-23 18:27:23    30/50 peers    333 KiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:27:31  Imported #2924990 0x1fdf…4b27 (6 txs, 0.98 Mgas, 37 ms, 3.14 KiB) + another 1 block(s) containing 0 tx(s)
2020-06-23 18:27:46  Imported #2924991 0x4a95…00a3 (1 txs, 0.13 Mgas, 9 ms, 0.70 KiB)
2020-06-23 18:27:53    31/50 peers    490 KiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:28:01  Imported #2924992 0x6c51…b83b (1 txs, 0.13 Mgas, 7 ms, 0.70 KiB)
2020-06-23 18:28:16  Imported #2924993 0x5ece…16b2 (3 txs, 0.71 Mgas, 28 ms, 1.60 KiB)
2020-06-23 18:28:19  Imported #2924993 0x91ad…fe2a (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:28:23    31/50 peers    493 KiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:28:31  Imported #2924994 0xc5f0…9c79 (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:28:34  Imported #2924994 0x39ca…18a4 (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:28:48  Imported #2924995 0xfa09…335f (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:28:53    31/50 peers    623 KiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:29:01  Imported #2924996 0x6b9b…3c38 (2 txs, 0.51 Mgas, 25 ms, 1.56 KiB) + another 1 block(s) containing 0 tx(s)
2020-06-23 18:29:03  Imported #2924996 0xcc2a…5832 (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:29:16  Imported #2924997 0xfb9d…8558 (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:29:19  Imported #2924997 0xb9b6…bd7e (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:29:23    31/50 peers    626 KiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:29:31  Imported #2924998 0x6135…ed6f (1 txs, 0.29 Mgas, 7 ms, 1.24 KiB)
2020-06-23 18:29:33  Imported #2924998 0xc2cf…921f (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:29:47  Imported #2924999 0x524d…7a75 (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:29:48  Reorg to #2924999 0xf3b1…50b8 (0x524d…7a75 #2924998 0x60b0…32a3 )
2020-06-23 18:29:53    31/50 peers    815 KiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:30:02  Imported #2925000 0x6c20…f4b4 (15 txs, 4.75 Mgas, 156 ms, 7.50 KiB) + another 1 block(s) containing 0 tx(s)
2020-06-23 18:30:03  Imported #2925000 0x4f07…dc99 (13 txs, 4.03 Mgas, 154 ms, 6.46 KiB)
2020-06-23 18:30:05  Imported #2925000 0x3b8f…81fc (7 txs, 2.27 Mgas, 93 ms, 4.12 KiB)
2020-06-23 18:30:16  Imported #2925001 0x9e1f…cba4 (3 txs, 0.62 Mgas, 29 ms, 1.33 KiB)
2020-06-23 18:30:23    31/50 peers    838 KiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:30:31  Imported #2925002 0xddc1…451d (8 txs, 2.11 Mgas, 59 ms, 1.75 KiB) + another 1 block(s) containing 1 tx(s)
2020-06-23 18:30:32  Imported #2925002 0x24fa…8653 (1 txs, 0.13 Mgas, 9 ms, 0.70 KiB)
2020-06-23 18:30:46  Imported #2925003 0xcb59…07bd (2 txs, 0.11 Mgas, 4 ms, 1.19 KiB)
2020-06-23 18:30:53    31/50 peers    968 KiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:31:01  Imported #2925004 0x37d8…3dce (5 txs, 1.18 Mgas, 41 ms, 2.23 KiB) + another 1 block(s) containing 3 tx(s)
2020-06-23 18:31:05  Imported #2925004 0x4818…83e8 (4 txs, 0.82 Mgas, 34 ms, 1.71 KiB)
2020-06-23 18:31:16  Reorg to #2925005 0xdccd…5e63 (0x37d8…3dce #2925003 0xcb59…07bd 0xff7c…f47d)
2020-06-23 18:31:16  Imported #2925005 0xdccd…5e63 (2 txs, 0.49 Mgas, 22 ms, 1.22 KiB) + another 1 block(s) containing 3 tx(s)
2020-06-23 18:31:19  Imported #2925005 0x2caa…811e (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:31:23    31/50 peers      1 MiB chain  188 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:31:32  Imported #2925006 0x6327…1c11 (0 txs, 0.00 Mgas, 2 ms, 0.59 KiB)
2020-06-23 18:31:47  Imported #2925007 0x21ff…1204 (7 txs, 4.98 Mgas, 171 ms, 10.15 KiB)
2020-06-23 18:31:53    31/50 peers      1 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:32:01  Imported #2925008 0x2820…6cd9 (3 txs, 0.38 Mgas, 19 ms, 0.91 KiB) + another 2 block(s) containing 15 tx(s)
2020-06-23 18:32:17  Imported #2925009 0xda0b…370b (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB) + another 2 block(s) containing 3 tx(s)
2020-06-23 18:32:20  Imported #2925009 0xa244…c1be (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB)
2020-06-23 18:32:23    31/50 peers      1 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:32:31  Imported #2925010 0x3d83…a5e7 (1 txs, 0.44 Mgas, 26 ms, 1.40 KiB)
2020-06-23 18:32:35  Imported #2925010 0x0c83…533b (0 txs, 0.00 Mgas, 1 ms, 0.59 KiB) + another 1 block(s) containing 2 tx(s)
2020-06-23 18:32:46  Reorg to #2925011 0x29f6…f7a7 (0x3d83…a5e7 #2925009 0xda0b…370b 0x0c83…533b)
2020-06-23 18:32:46  Imported #2925011 0x29f6…f7a7 (3 txs, 0.59 Mgas, 30 ms, 1.61 KiB)
2020-06-23 18:32:48  Imported #2925011 0x92e9…01ee (1 txs, 0.02 Mgas, 1 ms, 0.71 KiB)
2020-06-23 18:32:53    32/50 peers      1 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:33:01  Imported #2925012 0xaf01…eb08 (5 txs, 1.99 Mgas, 42 ms, 5.52 KiB)
2020-06-23 18:33:16  Imported #2925013 0x07dc…ee5b (6 txs, 1.14 Mgas, 27 ms, 2.48 KiB)
2020-06-23 18:33:23    32/50 peers      2 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:33:31  Imported #2925014 0x6060…60bb (2 txs, 1.24 Mgas, 14 ms, 4.53 KiB)
2020-06-23 18:33:46  Imported #2925015 0x39d3…c986 (1 txs, 0.05 Mgas, 3 ms, 0.77 KiB)
2020-06-23 18:33:48  Reorg to #2925015 0xba91…694f (0x39d3…c986 #2925014 0x6060…60bb )
2020-06-23 18:33:48  Imported #2925015 0xba91…694f (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:33:53    32/50 peers      2 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:34:02  Imported #2925016 0x1bca…87b4 (4 txs, 0.61 Mgas, 22 ms, 2.59 KiB)
2020-06-23 18:34:04  Imported #2925016 0xf573…f87f (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:34:16  Imported #2925017 0x7df7…1ea8 (3 txs, 0.17 Mgas, 9 ms, 1.95 KiB)
2020-06-23 18:34:18  Imported #2925017 0x430e…d7e0 (2 txs, 0.08 Mgas, 3 ms, 1.10 KiB)
2020-06-23 18:34:23    32/50 peers      2 MiB chain  189 MiB db  0 bytes queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 18:34:31  Imported #2925018 0x33c4…eb72 (0 txs, 0.00 Mgas, 0 ms, 0.59 KiB)
2020-06-23 18:34:33  Imported #2925018 0xe2d1…9c58 (1 txs, 0.09 Mgas, 28 ms, 1.46 KiB)
2020-06-23 18:34:46  Imported #2925019 0x090a…de83 (5 txs, 0.94 Mgas, 35 ms, 2.95 KiB)
